player.id,age
845286,28
217704,34
879694,27
914309,26
1085381,25
913679,32
1493689,20
845183,26
1154657,20
126071,35
1120615,22
1471764,21
1002711,23
2427970,18
1102503,26
868268,30
888896,29
851676,33
362504,34
1631451,27
1381224,26
1014225,23
915325,29
1101887,23
1066729,22
920815,26
1010010,24
1163991,29
196454,35
1381227,24
834492,30
936451,25
884092,31
962056,24
1150051,25
1500435,25
1106352,22
981574,23
1843356,24
1026519,22
951859,26
812999,30
798176,29
228364,30
1022374,23
879746,26
795154,27
924973,27
355174,28
1065989,24
1065216,23
876599,26
1100952,22
934409,26
280991,30
1026541,25
838805,26
1121923,21
22209,35
1030355,23
576384,28
1031283,24
933264,27
793167,28
547410,27
800951,28
309078,30
839956,26
191210,31
827212,27
798583,27
879674,26
788027,28
859025,26
974087,25
818244,29
978838,24
1154605,21
826643,27
979128,22
996952,23
826215,27
996958,23
848276,29
164055,32
1387161,21
96538,33
941168,25
352370,30
234148,35
250737,31
1142672,20
1130939,24
791702,29
307436,40
1513625,23
147138,34
784677,31
1001675,28
906838,29
52797,36
921089,27
815080,32
889052,32
1155358,25
1094395,24
209374,35
787429,35
798177,29
287833,31
892133,29
906020,25
59609,38
911853,25
1048591,26
818064,30
845802,28
1111215,24
791416,34
966849,27
881831,29
881837,27
986400,26
818568,31
867179,29
872607,27
160893,34
893307,26
828524,31
818667,30
1106234,23
1804369,23
915991,26
1022679,26
1014518,26
818749,35
917035,26
1845169,25
847235,33
1130539,25
1048372,24
826242,30
976538,25
818779,32
28381,40
311456,33
924889,26
805078,28
874568,26
846425,25
846413,27
791190,29
831808,28
929193,26
924871,27
877513,29
581060,33
976104,28
932233,26
846421,28
875295,28
846308,27
325355,31
925097,27
881110,27
973533,26
333587,32
989803,24
155974,31
966575,26
797291,29
353138,31
1402913,19
149734,32
794939,28
992587,23
827606,30
1402912,19
592010,30
910031,25
823622,29
784655,30
789071,28
984624,23
1085400,24
855833,26
930267,25
581310,30
1094106,23
876214,25
913654,26
1103693,22
966837,27
177177,30
785989,33
1145642,23
197904,32
155882,32
1167100,22
1514870,21
905264,25
822749,27
1002620,24
822743,27
333571,31
905267,26
50480,34
1002506,23
1122425,23
38624,37
822753,27
867714,31
822737,27
1000379,24
982371,27
38111,36
959750,27
356256,30
1414979,24
813840,28
31857,36
944481,24
70988,34
329417,30
248331,33
965778,26
997152,25
331737,29
118085,33
934386,24
70996,35
135666,31
960441,25
1149144,21
923973,24
901891,27
889378,25
78893,33
964753,24
1149148,21
1395881,21
1001828,24
128587,34
1142233,22
823631,28
35612,37
1048378,26
826545,30
295339,33
926506,27
880622,28
918506,30
1101624,25
967032,28
159665,34
295361,31
1418782,29
333441,33
1013699,27
873554,27
547494,30
1961596,18
871735,37
918547,39
1980828,26
577736,30
1480544,24
942836,24
1008171,25
918505,30
791374,33
786133,36
812952,32
223340,37
932486,30
812531,32
548050,32
1171024,25
359334,29
996805,27
812533,34
1836024,27
993899,31
331837,32
932221,31
328769,34
1196902,36
1170977,24
1464876,22
828230,33
812953,31
1500737,20
881182,27
791368,30
905472,25
812797,29
190419,31
927407,26
954836,26
847467,28
38710,37
15466,40
136710,32
